CASEID,ngrdchdc,amb_01,ats_120,ats_130,ats_140,ats_145,alndimmg,bpr_19,brthcan,brthmacr,brthprvc,yrarri,cc_20_1,cc_30_1,cc_40_1,cc_50_1,cc_60_1,cca551c,cca651c,ccdyc1c,ccmoc1c,cp_10_1,cp_20_1,csp_110a,csp_110b,cu0_132,famtype,hsdsizec,marstat,sex,dwelc,acompstc,ehg3_01b,prv,region,famincg2,ttlincg2,lanhmult,lanhome,religflg,rto_100,rto_101,slm_01,srh_110,srh_115,sts_410,sts_420,tsa_010
 3428, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,1,23, 6,35,3,2,1,1, 1,1,6,6, 2,4,3,6,6,96
 3429, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,30, 6,59,5,6,4,1, 1,2,6,6, 9,2,1,6,6,96
 3430, 2,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,19, 2,11,1,3,2,1, 1,1,6,6, 8,4,3,6,6,96
 3431, 0,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,18, 2,46,4,4,2,1, 1,1,6,6, 9,1,1,6,6,96
 3432, 0,6,6,6,6,6,96,2,2,4,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 6,2,1,96, 1,24,2,6,2,1, 2,1,6,6, 7,2,3,6,6,96
 3433, 2,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,96, 1,11,1,3,2,1, 1,1,6,6, 8,4,3,6,6,96
 3434, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,20, 4,35,3,2,2,1, 1,2,6,6, 8,2,3,6,6,96
 3435, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,1,22, 6,35,3,1,1,1, 1,8,6,6,10,2,2,6,6,96
 3436, 0,6,6,6,6,6,97,2,2,4,96,11,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 6,2,1,20, 4,35,3,6,1,1, 1,1,6,6, 7,2,2,6,6,96
 3437, 8,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,3,17, 2,35,3,1,1,1, 2,1,6,6, 8,3,1,6,6,96
 3438, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,15, 2,35,3,1,1,1, 1,1,6,6, 7,3,1,6,6,96
 3439, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,22, 4,11,1,6,3,1, 1,1,6,6, 8,1,2,6,6,96
 3440, 0,6,3,3,1,6, 5,2,2,3,96,12,1, 5,6,1, 1,1,1, 1, 1,2,96,6,6,6,5,3, 5,2,2,21, 6,24,2,2,2,1, 2,1,6,6, 8,3,3,2,6, 2
 3441, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,1,2,1,3,5, 2,2,1,22, 6,10,1,2,2,1, 1,2,2,1, 6,2,3,6,6,96
 3442, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 6,2,1,96, 1,35,3,6,1,2, 5,1,6,6,10,1,1,6,6,96
 3443, 0,6,6,6,6,6, 2,2,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 7,12,1,6,2,1, 1,1,6,6, 8,2,7,6,6,96
 3444, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,3,21, 6,35,3,6,5,1, 1,2,6,6, 9,2,2,6,6,96
 3445, 0,6,6,6,6,6,97,2,2,1,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,38, 6,35,3,5,5,1, 1,1,6,6, 7,3,3,6,6,96
 3446, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,33, 4,10,1,6,3,1, 1,1,6,6,10,1,1,6,6,96
 3447, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,35, 4,48,4,6,6,1, 1,2,6,6, 8,1,2,6,6,96
 3448, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,33, 6,48,4,5,3,1, 1,2,6,6, 8,2,2,6,6,96
 3449, 0,6,6,6,6,6, 7,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,17, 4,59,5,2,1,2, 5,1,6,6,10,2,1,6,6,96
 3450, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,1,22, 6,12,1,2,2,1, 1,1,6,6, 8,1,2,6,6,96
 3451, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,4,18, 2,35,3,3,1,1, 1,2,6,6, 3,4,4,6,6,96
 3452, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,3, 1,2,1,18, 2,48,4,6,5,1, 1,2,6,6,10,2,1,6,6,96
 3453, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,2,2,25, 4,48,4,2,2,1, 1,2,6,6, 7,2,1,6,6,96
 3454, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,24,2,2,1,1, 2,1,6,6,97,3,1,6,6,96
 3455, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,4,3, 6,2,4,18, 2,48,4,6,1,1, 1,1,6,6, 7,3,5,6,6,96
 3456, 5,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,5, 3,2,1,17, 2,35,3,6,2,2, 5,1,6,6, 4,4,5,6,6,96
 3457, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,23, 4,35,3,6,3,1, 1,1,6,6, 9,1,1,6,6,96
 3458, 3,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 4,2,4,22, 4,35,3,1,1,1, 1,1,6,6, 8,3,3,6,6,96
 3459, 0,6,6,6,6,6, 6,6,2,3,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,6, 6,1,2,96, 1,10,1,1,1,1,97,1,6,6, 7,3,3,6,6,96
 3460, 6,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,24,2,3,2,1, 2,1,6,6, 8,4,2,6,6,96
 3461, 0,6,6,6,6,6, 6,6,2,4,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,3,21, 6,35,3,1,1,2, 5,1,6,6, 8,2,1,6,6,96
 3462, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,2,24,99,12,1,5,1,1, 1,2,6,6, 9,1,1,6,6,96
 3463, 0,7,6,6,6,6,96,1,1,6,97,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,28, 4,12,1,5,2,1, 1,2,6,6,10,1,2,6,6,96
 3464, 0,6,6,6,6,6, 6,6,2,4,96,12,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,2,32, 4,59,5,3,2,2, 5,1,1,1,10,1,1,6,6,96
 3465, 0,2,6,6,6,6,96,1,1,6, 6,96,1, 6,1,2,10,3,1, 1, 1,1, 6,6,6,1,2,3, 2,2,1,20, 4,35,3,2,2,1, 1,2,1,1,10,1,3,6,6,96
 3466, 0,6,6,6,6,6, 8,2,2,2,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,3,22, 6,59,5,6,1,2, 8,2,6,6, 8,2,2,6,6,96
 3467, 0,6,6,6,6,6,97,2,2,1,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,6, 6,2,4,22, 4,35,3,3,2,1, 1,1,1,1, 6,2,2,6,6,96
 3468, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,4,21, 6,35,3,4,4,1, 1,1,6,6, 8,2,2,6,6,96
 3469, 5,7,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,1,20, 3,24,2,1,1,1, 2,1,6,6, 8,3,1,6,6,96
 3470, 0,2,1,6,2,6,96,1,1,6, 6,96,2,96,6,6,96,6,6,96,96,6,96,2,1,6,3,4, 1,1,1,26, 3,35,3,4,2,1, 1,1,1,1, 6,2,2,2,6, 5
 3471, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,2,1,22, 6,35,3,6,5,1, 1,2,6,6, 7,1,3,6,6,96
 3472, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 3,2,1,22, 4,35,3,1,1,1, 1,1,6,6,10,3,1,6,6,96
 3473, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,25, 4,59,5,4,2,1, 1,2,6,6,10,2,3,6,6,96
 3474, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,4,22, 6,12,1,1,1,1, 1,1,6,6, 9,2,1,6,6,96
 3475, 0,6,6,6,6,6, 6,2,2,4,96,10,2,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,31, 5,59,5,6,6,1, 3,2,2,1, 8,2,1,6,6,96
 3476, 1,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,1,1,19, 2,13,1,1,1,1, 1,1,6,6, 8,1,1,6,6,96
 3477, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,28, 3,10,1,6,6,1, 1,1,6,6, 9,3,2,6,6,96
 3478, 0,6,6,6,6,6, 6,2,2,2,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,27, 7,59,5,6,6,1, 3,1,6,6, 9,2,2,6,6,96
 3479, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,28, 4,48,4,6,6,1, 1,2,6,6, 6,3,4,6,6,96
 3480, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,22, 4,47,4,5,2,1, 1,1,6,6, 8,1,1,6,6,96
 3481, 0,6,6,6,6,6, 4,2,2,2,96, 4,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,1,4,17, 2,24,2,3,2,1, 3,1,6,6, 9,3,1,6,6,96
 3482, 0,6,6,6,6,6, 5,2,2,2,96, 8,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,19, 2,46,4,2,2,1, 1,1,6,6, 8,2,3,6,6,96
 3483, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40, 7,59,5,6,5,1, 1,1,6,6, 9,2,1,6,6,96
 3484, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,3,40, 4,12,1,2,2,1, 1,1,6,6, 8,3,2,6,6,96
 3485, 1,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,40, 6,46,4,3,1,2, 5,1,6,6, 9,1,2,6,6,96
 3486, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,19, 4,24,2,2,2,1, 2,1,6,6, 5,3,3,6,6,96
 3487, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,1,21, 4,35,3,3,2,1, 1,1,6,6, 5,3,3,6,6,96
 3488, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,25, 4,59,5,6,1,1, 1,1,6,6, 4,2,2,6,6,96
 3489, 0,6,6,6,6,6,97,2,2,4,96, 3,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,2,19, 2,59,5,2,2,1, 1,1,6,6, 8,3,2,6,6,96
 3490, 4,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,96, 1,12,1,1,1,1, 1,1,6,6,10,2,1,6,6,96
 3491, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,40, 7,13,1,4,4,1, 2,1,6,6, 6,1,2,6,6,96
 3492, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,2,2,20, 4,12,1,2,1,1, 1,2,6,6, 7,2,2,6,6,96
 3493, 8,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 6,46,4,6,5,1, 1,1,6,6,10,2,2,6,6,96
 3494, 1,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,40, 6,35,3,5,4,1, 1,1,6,6, 8,3,2,6,6,96
 3495, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 1,1,1,17, 2,24,2,3,3,1, 1,1,6,6, 8,2,2,6,6,96
 3496, 0,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,40, 7,59,5,3,3,1, 1,2,6,6, 7,3,3,6,6,96
 3497, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,18, 2,24,2,4,2,1, 2,1,6,6, 8,3,3,6,6,96
 3498, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,27, 6,12,1,6,3,1, 1,1,6,6, 8,2,3,6,6,96
 3499, 0,1,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,32, 3,59,5,6,5,1, 1,2,6,6, 9,2,2,6,6,96
 3500, 8,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,23, 6,35,3,4,3,1, 1,1,6,6, 9,3,1,6,6,96
 3501, 0,2,6,6,6,6,96,1,1,6,10,96,1, 6,2,2,12,2,2, 7,96,1, 9,6,6,6,2,5, 1,2,1,22, 6,59,5,6,3,1, 1,2,1,2, 7,2,3,6,6,96
 3502, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,24, 6,24,2,4,3,1, 2,1,6,6, 8,3,2,6,6,96
 3503, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,96,98,59,5,2,2,1, 1,2,6,6, 7,2,2,6,6,96
 3504, 2,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,19, 4,35,3,4,2,1, 1,1,6,6,10,1,1,6,6,96
 3505, 0,6,6,6,6,6, 4,2,2,4,96,10,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,6, 1,2,1,16, 2,48,4,5,3,1,97,1,1,1,10,3,2,6,6,96
 3506, 2,2,6,6,6,6, 5,2,2,2,96, 3,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,18, 4,59,5,1,1,1, 1,1,6,6, 6,1,2,6,6,96
 3507, 0,6,6,6,6,6, 6,2,2,2,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,2,2,97, 4,35,3,2,2,2, 5,1,6,6,10,1,1,6,6,96
 3508, 5,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,1,96, 1,12,1,2,2,1, 1,1,6,6, 9,4,1,6,6,96
 3509, 0,6,6,6,6,6, 8,6,2,4,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,3,31, 7,35,3,6,3,1, 3,1,6,6, 9,2,1,6,6,96
 3510, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,3,30, 7,24,2,1,1,1, 2,2,6,6, 8,4,3,6,6,96
 3511, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 6,2,1,23, 6,35,3,6,3,1, 1,1,6,6, 7,2,4,6,6,96
 3512, 9,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 3,1,1,21, 2,47,4,6,1,1,97,1,6,6, 8,3,2,6,6,96
 3513, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,1,24, 6,13,1,4,4,1, 2,1,6,6, 8,3,3,6,6,96
 3514, 0,6,6,6,6,6, 3,6,2,1,96,14,6,96,6,6,96,6,6,96,96,6,96,6,6,6,3,4, 6,1,1,96, 1,35,3,5,1,1, 1,1,6,6, 8,2,1,6,6,96
 3515, 0,1,6,6,6,6,96,1,1,6, 1,96,1, 2,2,1, 6,5,3,96,96,2,96,6,6,6,2,3, 1,1,1,38, 6,10,1,6,4,1, 1,1,1,1, 9,3,3,6,6,96
 3516, 0,1,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,4, 6,2,1,25, 6,47,4,6,1,1, 1,2,6,6, 9,2,2,6,6,96
 3517, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,1,2, 2,2,1,19, 4,13,1,6,4,2, 4,1,6,6, 9,1,1,6,6,96
 3518, 2,2,6,6,6,6,96,1,1,6, 7,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,97, 5,46,4,4,3,1, 1,1,6,6, 8,3,3,6,6,96
 3519, 0,1,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,21, 3,12,1,4,3,1, 1,2,6,6, 7,3,4,6,6,96
 3520, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,20, 6,12,1,5,3,1, 1,1,6,6, 9,2,3,6,6,96
 3521, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,22, 6,35,3,3,3,1, 1,2,6,6, 6,3,2,6,6,96
 3522, 0,2,6,6,6,6,96,1,1,6, 6,96,2,96,6,6,96,6,6,96,96,6,96,6,6,6,2,5, 1,1,4,27, 7,35,3,5,5,1, 1,1,1,1, 8,2,2,6,6,96
 3523, 2,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 4,2,4,96, 1,59,5,3,3,1, 1,2,6,6, 6,4,2,6,6,96
 3524, 1,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,2,3, 2,2,4,96, 1,10,1,1,1,1, 1,1,6,6, 5,4,3,6,6,96
 3525, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,2, 5,1,2,36, 4,24,2,3,3,1, 2,1,6,6,10,2,2,6,6,96
 3526, 3,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,2,3,31, 2,35,3,2,2,1, 1,1,6,6,10,2,2,6,6,96
 3527, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,2,27, 3,47,4,2,2,1, 1,2,6,6, 7,1,1,6,6,96
 3528, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,20, 4,24,2,5,2,1, 2,1,6,6,10,1,1,6,6,96
 3529, 0,2,7,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,25, 4,11,1,6,6,1, 1,1,6,6, 7,2,3,7,6, 6
 3530, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,27, 6,35,3,4,1,1, 1,1,6,6, 9,2,3,6,6,96
 3531, 0,6,6,6,6,6,96,2,2,2,96, 2,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,96, 1,24,2,6,2,1, 3,1,6,6,10,3,2,6,6,96
 3532, 4,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,19, 4,12,1,6,6,1, 1,1,6,6, 7,4,4,6,6,96
 3533, 0,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,4,22, 6,12,1,3,3,1, 1,1,6,6, 7,2,2,6,6,96
 3534, 3,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,4,3, 1,1,1,20, 2,59,5,4,2,1, 1,1,6,6,10,1,2,6,6,96
 3535, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,96, 1,24,2,1,1,1, 2,1,6,6,10,1,2,6,6,96
 3536, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,4,25, 3,35,3,3,2,1, 1,1,6,6, 8,4,3,6,6,96
 3537, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,2,1,25, 6,59,5,6,3,1, 1,8,6,6,10,1,1,6,6,96
 3538, 4,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,1,97, 2,10,1,3,1,1, 1,1,6,6, 9,2,2,6,6,96
 3539, 4,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 4,2,1,40, 3,24,2,1,1,1, 2,1,6,6, 9,1,1,6,6,96
 3540, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,1,3,4, 2,1,1,26, 2,24,2,6,4,1, 2,1,6,6, 8,1,2,6,6,96
 3541, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,2,1,2, 2,1,2,22, 6,24,2,6,2,1, 2,1,6,6, 9,1,1,6,6,96
 3542, 0,2,6,6,6,6,96,1,1,6, 4,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 5,1,2,96, 1,13,1,2,2,1, 1,1,6,6, 5,2,3,6,6,96
 3543, 0,2,6,6,6,6,96,1,1,6, 2,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,1,40,99,11,1,4,4,1, 1,2,6,6,10,1,1,6,6,96
 3544, 0,6,6,6,6,6, 6,2,2,4,96, 6,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,27, 7,35,3,6,6,2, 5,1,6,6, 8,3,3,6,6,96
 3545, 0,1,6,6,6,6,96,1,1,6, 8,96,2,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,2,4,97,99,47,4,2,2,1, 1,2,1,1, 8,7,3,6,6,96
 3546, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,5,3, 6,2,1,24, 5,24,2,2,1,1, 2,1,6,6, 9,1,1,6,6,96
 3547, 0,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,2, 6,1,1,19, 3,10,1,4,4,1, 1,1,6,6, 9,1,1,6,6,96
 3548,14,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,2,96, 1,24,2,2,2,1, 2,1,6,6, 8,3,2,6,6,96
 3549,12,2,6,6,6,6,96,1,1,6,10,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,31, 6,59,5,6,4,1, 1,1,6,6,10,3,3,6,6,96
 3550, 0,2,6,6,6,6,96,1,1,6, 5,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,4,17, 2,24,2,2,2,2, 4,1,6,6, 8,2,1,6,6,96
 3551, 0,2,6,6,6,6,96,1,1,6, 8,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,2,3, 1,1,1,96, 1,59,5,5,4,1, 1,2,6,6,10,1,1,6,6,96
 3552, 4,2,6,6,6,6,96,1,1,6, 1,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,2,4,18, 2,10,1,2,1,1, 1,1,6,6, 8,4,3,6,6,96
 3553, 0,2,6,6,6,6,96,1,1,6, 9,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,2,1,19, 2,59,5,3,3,1, 1,1,6,6, 8,3,2,6,6,96
 3554, 0,6,6,6,6,6, 4,6,2,3,96,13,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 6,1,3,96, 1,24,2,1,1,1, 3,1,6,6,10,1,1,6,6,96
 3555, 4,2,6,6,6,6,96,1,1,6, 6,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,1,2, 1,1,1,96, 1,35,3,3,3,1, 1,1,6,6, 9,3,3,6,6,96
 3556, 0,2,6,6,6,6,96,1,1,6, 3,96,6,96,6,6,96,6,6,96,96,6,96,6,6,6,6,1, 3,2,4,40, 4,12,1,2,2,1, 1,1,6,6, 5,3,3,6,6,96
